ID_cliente,Cancelacion,Genero,Adulto_Mayor,Asociado,Dependientes,Antigüedad,Servicio_Telefonico,Lineas_Multiples,Servicio_Internet,Seguridad_En_Linea,Respaldo_En_Linea,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
9050-QLROH,True,Masculino,False,False,False,18,True,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,True,Tarjeta de credito (automatica),90.7,1597.25,3.023
9052-DHNKM,False,Masculino,False,False,False,26,True,Si,DSL,Si,Si,No,No,No,No,Un año,False,Cheque electronico,61.55,1581.95,2.052
9052-VKDUW,False,Femenino,True,True,False,65,True,Si,Fibra optica,Si,Si,Si,No,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),109.4,7227.45,3.647
9053-EJUNL,False,Masculino,False,False,False,41,True,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,True,Cheque electronico,89.2,3645.75,2.973
9053-JZFKV,True,Masculino,False,False,False,67,True,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,False,Tarjeta de credito (automatica),116.2,7752.3,3.873
9054-FOWNV,False,Masculino,False,True,True,22,True,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,True,Cheque electronico,88.75,1885.15,2.958
9055-MOJJJ,False,Femenino,False,True,True,64,True,No,DSL,Si,No,No,Si,Si,No,Un año,False,Cheque por correo,65.8,4068.0,2.193
9057-MSWCO,True,Masculino,True,True,False,27,False,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mes a mes,False,Tarjeta de credito (automatica),30.75,805.1,1.025
9057-SIHCH,True,Femenino,False,False,False,3,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,96.6,291.9,3.22
9058-CBREO,True,Femenino,True,False,False,1,True,Si,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque por correo,50.55,50.55,1.685
9058-HRZSV,False,Femenino,True,True,False,65,True,No,Fibra optica,Si,Si,Si,No,No,Si,Mes a mes,False,Cheque electronico,94.4,6126.15,3.147
9058-MJLZC,False,Femenino,False,False,False,24,True,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,94.6,2283.15,3.153
9060-HJJRW,False,Femenino,False,False,False,51,False,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Un año,True,Tarjeta de credito (automatica),56.4,2928.5,1.88
9061-TIHDA,True,Masculino,True,True,False,13,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,95.25,1233.65,3.175
9063-ZGTUY,True,Femenino,False,True,True,61,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque por correo,19.4,1182.55,0.647
9065-ZCPQX,False,Masculino,False,True,False,72,True,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,False,Transferencia bancaria (automatica),78.85,5763.15,2.628
9066-QRSDU,False,Femenino,False,True,False,69,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,True,Cheque electronico,26.3,1763.55,0.877
9067-SQTNS,False,Masculino,False,True,True,44,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Transferencia bancaria (automatica),20.6,926.0,0.687
9067-YGSCA,False,Femenino,False,False,False,70,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Tarjeta de credito (automatica),26.05,1856.4,0.868
9068-FHQHD,False,Femenino,False,True,True,40,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Transferencia bancaria (automatica),20.15,777.35,0.672
9068-VPWQQ,False,Masculino,False,True,False,61,True,Si,DSL,Si,No,Si,Si,No,Si,Dos años,False,Tarjeta de credito (automatica),75.35,4729.3,2.512
9069-LGEUL,False,Masculino,False,True,False,23,True,No,DSL,Si,No,No,No,No,Si,Mes a mes,True,Transferencia bancaria (automatica),59.95,1406.0,1.998
9070-BCKQP,False,Femenino,False,True,False,72,True,Si,Fibra optica,Si,No,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),110.15,7881.2,3.672
9073-ZZIAY,False,Masculino,False,True,True,62,True,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,False,Cheque electronico,86.1,5215.25,2.87
9074-KGVOX,False,Masculino,False,True,True,50,False,Sin servicio telefonico,DSL,Si,No,No,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),39.45,2021.35,1.315
9076-AXYIK,False,Masculino,True,True,False,64,True,Si,Fibra optica,No,No,Si,Si,Si,Si,Dos años,False,Cheque electronico,102.1,6538.45,3.403
9078-GDRPJ,True,Femenino,False,True,True,63,True,Si,Fibra optica,Si,Si,Si,No,Si,No,Mes a mes,True,Cheque electronico,100.55,6215.35,3.352
9079-LWTFD,False,Masculino,False,False,False,47,True,Si,Fibra optica,Si,Si,No,Si,Si,No,Mes a mes,False,Cheque por correo,100.75,4669.2,3.358
9079-YEXQJ,True,Femenino,False,False,False,54,True,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,False,Cheque electronico,111.1,6014.85,3.703
9081-WWXKP,False,Femenino,False,True,True,47,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),20.25,873.4,0.675
9084-OAYKL,False,Masculino,False,False,False,58,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,20.8,1212.25,0.693
9086-YJYXS,False,Masculino,False,True,True,34,True,Si,DSL,No,No,Si,No,Si,Si,Un año,False,Transferencia bancaria (automatica),77.2,2753.8,2.573
9087-EYCPR,False,Femenino,False,False,False,60,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,25.0,1505.05,0.833
9089-UOWJG,False,Femenino,False,True,True,12,True,No,DSL,No,No,Si,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),58.35,740.55,1.945
9090-SGQXL,True,Masculino,True,True,False,68,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,105.3,7299.65,3.51
9091-WTUUY,False,Masculino,False,True,True,64,True,No,DSL,Si,No,Si,Si,Si,No,Dos años,False,Cheque por correo,69.25,4447.75,2.308
9092-GDZKO,False,Masculino,False,False,False,22,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Tarjeta de credito (automatica),24.85,493.4,0.828
9093-FPDLG,False,Femenino,False,False,False,11,True,No,Fibra optica,No,Si,Si,Si,No,Si,Mes a mes,True,Cheque electronico,94.2,999.9,3.14
9094-AZPHK,False,Femenino,False,False,False,15,True,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,True,Cheque electronico,100.15,1415.0,3.338
9095-HFAFX,True,Femenino,False,False,False,5,True,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),81.0,389.6,2.7
9097-ZUBYC,False,Masculino,False,True,False,14,True,No,DSL,No,No,No,Si,No,No,Mes a mes,False,Transferencia bancaria (automatica),48.8,664.4,1.627
9099-FTUHS,False,Femenino,False,False,False,23,True,Si,DSL,Si,No,No,No,No,No,Mes a mes,False,Cheque electronico,54.4,1249.25,1.813
9101-BWFSS,True,Femenino,False,True,False,50,True,Si,Fibra optica,Si,Si,No,Si,Si,Si,Un año,False,Cheque electronico,108.55,5610.7,3.618
9101-NTIXF,False,Masculino,False,False,False,2,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,19.4,50.6,0.647
9102-IAYHT,True,Femenino,False,True,True,17,True,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,85.45,1451.6,2.848
9102-OXKFY,False,Masculino,False,False,False,59,True,Si,DSL,No,No,Si,No,No,No,Dos años,False,Tarjeta de credito (automatica),54.15,3116.15,1.805
9103-CXVOK,False,Masculino,False,True,True,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque electronico,19.75,19.75,0.658
9103-TCIHJ,True,Femenino,False,False,False,15,True,Si,DSL,Si,No,No,No,No,No,Mes a mes,True,Cheque por correo,55.7,899.8,1.857
9107-UKCKY,False,Masculino,False,True,False,61,True,Si,DSL,No,Si,Si,No,Si,Si,Un año,True,Cheque electronico,79.8,4914.8,2.66
9108-EJFJP,False,Femenino,False,True,False,1,True,No,DSL,Si,Si,No,No,No,No,Mes a mes,True,Cheque por correo,53.55,53.55,1.785
9108-EQPNQ,False,Femenino,False,True,True,10,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),26.1,225.55,0.87
9110-HSGTV,False,Femenino,False,False,False,69,True,No,DSL,Si,No,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),82.45,5555.3,2.748
9112-WSNPU,False,Femenino,True,False,False,35,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,70.55,2419.0,2.352
9114-AAFQH,False,Femenino,False,True,False,48,True,No,DSL,No,Si,Si,No,No,Si,Un año,True,Cheque electronico,65.65,3094.65,2.188
9114-DPSIA,False,Masculino,False,True,True,72,True,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,False,Tarjeta de credito (automatica),81.0,5750.0,2.7
9114-VEPUF,False,Masculino,False,True,False,62,True,Si,Fibra optica,Si,Si,No,No,No,Si,Un año,False,Cheque electronico,96.1,6001.45,3.203
9115-YQHGA,False,Masculino,False,False,False,40,True,No,DSL,No,No,No,Si,No,No,Mes a mes,True,Cheque electronico,51.1,2092.9,1.703
9117-SHLZX,True,Masculino,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque por correo,45.7,45.7,1.523
9121-PHQSR,False,Masculino,True,True,False,16,True,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),85.05,1391.15,2.835
9122-UMROB,False,Masculino,False,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,20.3,20.3,0.677
9124-LHCJQ,True,Femenino,False,False,False,1,True,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque por correo,85.45,85.45,2.848
9127-FHJBZ,False,Masculino,False,True,True,72,True,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,True,Cheque electronico,114.0,8093.15,3.8
9127-QRZMH,False,Masculino,False,True,False,44,True,No,DSL,Si,Si,No,Si,No,No,Un año,True,Transferencia bancaria (automatica),59.85,2603.95,1.995
9128-CPXKI,False,Femenino,False,False,False,59,True,No,Fibra optica,No,No,Si,No,Si,Si,Dos años,False,Cheque electronico,95.8,5655.45,3.193
9129-UXERG,False,Femenino,True,False,False,18,True,Si,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),103.6,1806.35,3.453
9133-AYJZG,False,Femenino,False,False,False,23,True,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),98.7,2249.1,3.29
9134-CEQMF,True,Masculino,True,True,False,7,True,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,89.5,676.7,2.983
9134-WYRVP,False,Masculino,False,False,False,51,True,No,Fibra optica,Si,No,No,No,Si,No,Un año,False,Cheque por correo,86.35,4267.15,2.878
9135-HSWOC,False,Masculino,False,True,True,64,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),19.7,1274.05,0.657
9135-MGVPY,False,Masculino,False,True,False,69,True,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,True,Cheque por correo,84.7,5878.9,2.823
9136-ALYBR,True,Masculino,False,False,False,1,False,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque por correo,24.45,24.45,0.815
9137-NOQKA,False,Masculino,True,False,False,2,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque electronico,19.2,37.2,0.64
9137-UIYPG,False,Femenino,False,True,True,35,True,No,Fibra optica,Si,No,Si,Si,Si,Si,Mes a mes,True,Cheque electronico,106.9,3756.45,3.563
9138-EFSMO,False,Masculino,False,True,True,26,True,No,Fibra optica,No,No,No,No,No,Si,Un año,False,Transferencia bancaria (automatica),78.95,2034.25,2.632
9139-TWBAS,False,Femenino,False,True,False,26,False,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,No,Un año,False,Transferencia bancaria (automatica),47.85,1190.5,1.595
9139-WQQDY,True,Femenino,False,True,True,49,True,Si,Fibra optica,No,Si,No,No,Si,Si,Un año,False,Cheque por correo,100.45,4941.8,3.348
9140-CZQZZ,False,Femenino,False,True,False,68,True,No,DSL,Si,Si,No,Si,Si,Si,Dos años,True,Transferencia bancaria (automatica),79.6,5515.8,2.653
9142-KZXOP,False,Masculino,False,False,False,44,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Tarjeta de credito (automatica),68.85,2958.95,2.295
9142-XMYJH,False,Femenino,False,False,False,29,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Tarjeta de credito (automatica),19.35,601.6,0.645
9143-CANJF,False,Femenino,False,True,True,24,True,No,DSL,Si,No,No,Si,No,No,Mes a mes,False,Cheque electronico,55.15,1319.85,1.838
9146-JRIOX,False,Femenino,False,True,True,14,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,25.55,372.45,0.852
9150-HEPMB,False,Masculino,False,False,False,56,True,No,DSL,Si,No,Si,No,No,No,Un año,False,Cheque por correo,52.7,3019.7,1.757
9150-KPBJQ,False,Femenino,False,False,False,6,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Tarjeta de credito (automatica),19.65,116.85,0.655
9152-AMKAK,False,Masculino,False,False,False,6,True,No,DSL,Si,No,Si,Si,Si,Si,Dos años,True,Cheque por correo,80.25,493.4,2.675
9153-BTBVV,False,Femenino,False,True,False,71,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Transferencia bancaria (automatica),25.0,1753.0,0.833
9154-QDGTH,False,Masculino,False,True,True,43,True,Si,Fibra optica,No,No,Si,Si,Si,Si,Un año,True,Tarjeta de credito (automatica),104.3,4451.85,3.477
9158-VCTQB,True,Femenino,False,True,False,41,True,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Mes a mes,True,Transferencia bancaria (automatica),113.6,4594.95,3.787
9162-MVWXH,True,Masculino,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque por correo,45.7,45.7,1.523
9163-GHAYE,False,Femenino,False,False,False,15,True,No,DSL,No,Si,No,No,No,No,Mes a mes,False,Cheque electronico,48.85,736.8,1.628
9167-APMXZ,False,Femenino,False,False,False,22,True,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Transferencia bancaria (automatica),84.15,1821.95,2.805
9168-INPSZ,False,Femenino,True,True,False,44,True,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,False,Cheque electronico,104.15,4495.65,3.472
9169-BSVIN,False,Masculino,False,False,False,12,True,Si,DSL,No,No,Si,No,Si,Si,Mes a mes,False,Transferencia bancaria (automatica),74.75,827.05,2.492
9170-ARBTB,False,Femenino,False,True,True,52,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Tarjeta de credito (automatica),19.6,1012.4,0.653
9170-CCKOU,True,Masculino,False,True,False,17,True,Si,Fibra optica,Si,Si,Si,No,No,No,Mes a mes,False,Tarjeta de credito (automatica),90.2,1454.15,3.007
9170-GYZJC,True,Femenino,False,True,True,41,True,Si,DSL,Si,Si,Si,Si,No,Si,Mes a mes,False,Tarjeta de credito (automatica),79.9,3326.2,2.663
9172-ANCRX,True,Femenino,False,False,False,10,True,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,98.7,973.25,3.29
9172-JITSM,True,Femenino,False,True,True,26,True,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,90.8,2361.8,3.027
9173-IVZVP,False,Femenino,False,True,True,53,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,20.9,1146.05,0.697
9174-FKWZE,True,Femenino,True,False,False,1,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,True,Cheque electronico,19.45,19.45,0.648
9174-IHETN,False,Femenino,False,False,True,50,True,No,Fibra optica,No,No,No,No,No,No,Dos años,False,Tarjeta de credito (automatica),70.35,3533.6,2.345
9178-JHUVJ,False,Masculino,False,True,True,24,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,True,Transferencia bancaria (automatica),24.1,587.4,0.803
9182-EFTQG,True,Femenino,False,True,True,41,True,Si,DSL,Si,Si,Si,No,Si,No,Un año,True,Tarjeta de credito (automatica),78.35,3211.2,2.612
9184-GALIL,False,Femenino,False,True,True,38,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Cheque por correo,20.45,781.25,0.682
9185-TQCVP,True,Masculino,False,True,False,14,True,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,True,Cheque electronico,85.15,1139.2,2.838
9189-JWSHV,True,Femenino,True,True,False,24,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,93.55,2264.05,3.118
9190-MFJLN,True,Masculino,True,False,False,19,True,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),95.9,1777.9,3.197
9191-MYQKX,True,Femenino,False,True,False,7,True,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,True,Transferencia bancaria (automatica),75.15,496.9,2.505
9194-GFVOI,False,Femenino,False,True,False,42,True,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,False,Tarjeta de credito (automatica),84.35,3571.6,2.812
9199-PWQVC,False,Femenino,False,True,False,63,True,Si,DSL,Si,Si,No,No,Si,Si,Un año,True,Tarjeta de credito (automatica),79.7,4786.15,2.657
9200-NLNPD,False,Masculino,False,True,False,56,False,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Un año,True,Transferencia bancaria (automatica),54.05,2959.8,1.802
9206-GVPEQ,True,Masculino,False,True,False,13,False,Sin servicio telefonico,DSL,Si,No,No,Si,Si,Si,Mes a mes,True,Cheque electronico,54.45,706.85,1.815
9207-ZPANB,False,Masculino,False,False,False,37,True,Si,DSL,Si,Si,Si,Si,No,No,Un año,False,Cheque electronico,67.45,2443.3,2.248
9208-OLGAQ,False,Femenino,True,False,False,18,True,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,True,Cheque electronico,84.95,1443.65,2.832
9209-NWPGU,False,Masculino,False,False,False,44,True,No,DSL,Si,No,No,Si,Si,No,Un año,False,Cheque electronico,65.4,2774.55,2.18
9210-IAHGH,True,Femenino,False,False,False,7,True,No,DSL,No,No,No,Si,Si,Si,Mes a mes,True,Tarjeta de credito (automatica),70.75,450.8,2.358
9214-EKVXR,False,Femenino,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mes a mes,True,Cheque por correo,44.0,44.0,1.467
9218-TUMIQ,True,Femenino,False,True,True,62,True,No,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,100.15,6283.3,3.338
9220-CXRSC,False,Femenino,False,True,True,69,True,Si,DSL,Si,No,No,Si,No,No,Dos años,False,Tarjeta de credito (automatica),61.4,4059.85,2.047
9220-ZNKJI,False,Femenino,True,True,False,55,True,No,Fibra optica,No,No,Si,Si,Si,No,Dos años,False,Tarjeta de credito (automatica),88.8,4805.3,2.96
9221-OTIVJ,True,Femenino,True,False,False,14,True,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,True,Cheque electronico,104.85,1531.4,3.495
9223-UCPVT,True,Femenino,False,False,False,1,True,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,False,Cheque electronico,94.4,94.4,3.147
9224-VTYID,False,Masculino,False,True,True,47,True,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,True,Cheque por correo,90.5,4318.35,3.017
9225-BZLNZ,False,Masculino,False,True,False,72,True,Si,DSL,Si,Si,Si,No,Si,Si,Dos años,True,Cheque electronico,85.25,6083.1,2.842
9227-LUNBG,True,Femenino,False,False,False,1,False,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,24.6,24.6,0.82
9227-UAQFT,False,Masculino,False,False,False,16,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,19.75,284.35,0.658
9227-YBAXE,False,Femenino,False,True,True,65,True,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,True,Transferencia bancaria (automatica),82.5,5215.1,2.75
9228-KNQVN,True,Femenino,False,True,False,59,True,Si,Fibra optica,Si,Si,Si,Si,No,Si,Un año,True,Tarjeta de credito (automatica),107.0,6152.3,3.567
9229-RQABD,False,Masculino,False,False,False,18,True,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,False,Cheque por correo,23.75,424.5,0.792
9231-ZJYAM,True,Femenino,True,False,False,4,True,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,True,Cheque electronico,78.85,292.8,2.628
9233-PSYHO,False,Femenino,True,False,False,45,True,Si,Fibra optica,No,No,Si,No,Si,Si,Un año,True,Transferencia bancaria (automatica),100.15,4459.8,3.338
9236-NDUCW,False,Femenino,False,False,False,21,False,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Dos años,False,Cheque por correo,35.1,770.4,1.17
9237-HQITU,True,Femenino,False,False,False,2,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,70.7,151.65,2.357
9239-GZHZE,False,Femenino,False,True,False,72,True,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),113.65,8124.2,3.788
9239-YGYBO,True,Femenino,False,True,True,13,True,No,DSL,Si,No,No,Si,No,No,Un año,False,Transferencia bancaria (automatica),54.15,701.05,1.805
9239-ZBZZV,True,Femenino,False,False,False,6,False,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mes a mes,True,Cheque electronico,47.95,305.1,1.598
9242-TKFSV,False,Masculino,False,True,True,72,False,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos años,True,Tarjeta de credito (automatica),65.1,4754.3,2.17
9243-TUYBL,True,Masculino,True,True,False,28,True,Si,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,True,Cheque electronico,105.8,2998.0,3.527
9244-ZVAPM,False,Masculino,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mes a mes,False,Cheque por correo,45.6,45.6,1.52
9248-OJYKK,True,Masculino,True,False,False,1,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,True,Cheque electronico,76.45,76.45,2.548
9249-FXSCK,True,Femenino,False,False,False,52,True,Si,Fibra optica,Si,Si,No,Si,Si,Si,Un año,True,Tarjeta de credito (automatica),111.25,5916.45,3.708
9250-WYPLL,True,Femenino,False,False,False,5,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,75.55,413.65,2.518
9251-AWQGT,False,Femenino,False,True,True,48,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Cheque por correo,20.0,935.9,0.667
9251-WNSOD,False,Femenino,False,True,False,67,True,Si,DSL,Si,Si,Si,No,No,Si,Un año,False,Cheque por correo,75.1,5064.45,2.503
9253-QXKBE,True,Masculino,True,True,False,29,True,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,True,Cheque electronico,94.45,2653.65,3.148
9253-VIFJQ,False,Masculino,False,True,False,65,True,Si,DSL,Si,Si,Si,No,No,No,Un año,False,Tarjeta de credito (automatica),67.05,4309.55,2.235
9254-RBFON,True,Femenino,False,True,True,17,True,No,Fibra optica,No,No,Si,Si,Si,Si,Un año,False,Transferencia bancaria (automatica),98.6,1704.95,3.287
9256-JTBNZ,False,Femenino,False,False,False,11,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,False,Transferencia bancaria (automatica),20.3,246.3,0.677
9257-AZMTZ,False,Femenino,False,True,True,52,True,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,False,Transferencia bancaria (automatica),20.1,1078.75,0.67
9258-CNWAC,False,Femenino,False,True,True,71,True,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,False,Tarjeta de credito (automatica),113.65,8166.8,3.788
9259-PACGQ,True,Femenino,False,True,False,34,True,Si,DSL,Si,Si,No,Si,No,No,Mes a mes,False,Cheque electronico,62.65,2274.9,2.088
9261-WDCAF,False,Masculino,False,False,False,3,True,No,DSL,No,No,No,No,No,Si,Mes a mes,False,Cheque por correo,54.65,189.1,1.822
9269-CQOOL,True,Masculino,False,False,True,3,True,No,DSL,No,No,No,No,Si,No,Mes a mes,True,Tarjeta de credito (automatica),54.7,169.45,1.823
9272-LSVYH,False,Masculino,False,False,False,10,True,No,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque por correo,70.15,735.5,2.338
9274-CNFMO,True,Masculino,True,True,False,4,True,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,False,Cheque electronico,74.95,308.7,2.498
9274-UARKJ,False,Femenino,False,False,False,15,True,No,Fibra optica,No,Si,No,No,Si,No,Mes a mes,True,Transferencia bancaria (automatica),83.2,1130.0,2.773
